   4.99999989E-03   0.00000000    
   1.49999997E-02  0.209874645    
   2.49999985E-02  0.275460482    
   3.50000001E-02  0.196048453    
   4.49999981E-02  0.266428977    
   5.49999997E-02  0.235099971    
   6.49999976E-02  0.239310816    
   7.49999955E-02  0.253727913    
   8.50000009E-02  0.272075415    
   9.49999988E-02  0.252759546    
  0.104999997      0.260480762    
  0.114999995      0.260195673    
  0.125000000      0.258819312    
  0.134999990      0.247595489    
  0.144999996      0.255088329    
  0.155000001      0.263489485    
  0.164999992      0.259276748    
  0.174999997      0.263570815    
  0.185000002      0.265357584    
  0.194999993      0.263952792    
  0.204999998      0.267086715    
  0.214999989      0.274997085    
  0.224999994      0.285192579    
  0.234999999      0.283440024    
  0.244999990      0.282598078    
  0.254999995      0.291932583    
  0.264999986      0.295027286    
  0.275000006      0.293913543    
  0.284999996      0.298142374    
  0.294999987      0.299444139    
  0.305000007      0.305562764    
  0.314999998      0.311053514    
  0.324999988      0.313822716    
  0.334999979      0.320893317    
  0.344999999      0.318117887    
  0.354999989      0.325802505    
  0.364999980      0.334476233    
  0.375000000      0.338618129    
  0.384999990      0.344526917    
  0.394999981      0.346547067    
  0.405000001      0.355992049    
  0.414999992      0.353668451    
  0.424999982      0.363959581    
  0.435000002      0.368218750    
  0.444999993      0.372906387    
  0.454999983      0.380245745    
  0.465000004      0.388625622    
  0.474999994      0.390598536    
  0.484999985      0.401213884    
  0.494999975      0.410186678    
  0.504999995      0.417913139    
  0.514999986      0.418816239    
  0.524999976      0.427687168    
  0.534999967      0.438409984    
  0.545000017      0.444097966    
  0.555000007      0.454520226    
  0.564999998      0.454470009    
  0.574999988      0.467913449    
  0.584999979      0.477175087    
  0.594999969      0.483618438    
  0.604999959      0.489453882    
  0.615000010      0.501082182    
  0.625000000      0.507420182    
  0.634999990      0.515428603    
  0.644999981      0.526099145    
  0.654999971      0.534020782    
  0.664999962      0.539702117    
  0.675000012      0.549597621    
  0.685000002      0.562557459    
  0.694999993      0.568567693    
  0.704999983      0.576340675    
  0.714999974      0.585937977    
  0.724999964      0.595145345    
  0.734999955      0.611785054    
  0.745000005      0.617849171    
  0.754999995      0.630187750    
  0.764999986      0.635372281    
  0.774999976      0.644565403    
  0.784999967      0.655858278    
  0.794999957      0.670000017    
  0.805000007      0.671627104    
  0.814999998      0.684492648    
  0.824999988      0.692781508    
  0.834999979      0.702489853    
  0.844999969      0.712074518    
  0.854999959      0.724044085    
  0.865000010      0.734708548    
  0.875000000      0.743096113    
  0.884999990      0.756393850    
  0.894999981      0.760111690    
  0.904999971      0.773100257    
  0.914999962      0.785854399    
  0.924999952      0.791465521    
  0.935000002      0.800372660    
  0.944999993      0.809827685    
  0.954999983      0.818357527    
  0.964999974      0.829986930    
  0.974999964      0.837357104    
  0.984999955      0.845195293    
  0.995000005      0.855790734    
   1.00500000      0.863596141    
   1.01499999      0.869152844    
   1.02499998      0.879130185    
   1.03499997      0.887532949    
   1.04499996      0.895146370    
   1.05499995      0.899233162    
   1.06499994      0.910081983    
   1.07499993      0.915574312    
   1.08499992      0.924638927    
   1.09500003      0.931171417    
   1.10500002      0.939056695    
   1.11500001      0.946242213    
   1.12500000      0.951615155    
   1.13499999      0.959496558    
   1.14499998      0.964808524    
   1.15499997      0.970750213    
   1.16499996      0.974285483    
   1.17499995      0.980275929    
   1.18499994      0.986248851    
   1.19499993      0.989949942    
   1.20499992      0.995890737    
   1.21499991       1.00344324    
   1.22500002       1.00489426    
   1.23500001       1.01201844    
   1.24500000       1.01449418    
   1.25500000       1.01718652    
   1.26499999       1.02069807    
   1.27499998       1.02398431    
   1.28499997       1.02835536    
   1.29499996       1.02880514    
   1.30499995       1.03050256    
   1.31499994       1.03465605    
   1.32499993       1.03461683    
   1.33499992       1.04032910    
   1.34500003       1.04303038    
   1.35500002       1.04336345    
   1.36500001       1.04602742    
   1.37500000       1.04475439    
   1.38499999       1.04800272    
   1.39499998       1.04961479    
   1.40499997       1.05249989    
   1.41499996       1.05116630    
   1.42499995       1.05013573    
   1.43499994       1.05128491    
   1.44499993       1.05475259    
   1.45499992       1.05071056    
   1.46499991       1.05444086    
   1.47500002       1.05378997    
   1.48500001       1.05644608    
   1.49500000       1.05375934    
   1.50500000       1.05463398    
   1.51499999       1.05604982    
   1.52499998       1.05472171    
   1.53499997       1.05268896    
   1.54499996       1.05145371    
   1.55499995       1.05184662    
   1.56499994       1.05059779    
   1.57499993       1.05001009    
   1.58499992       1.04936206    
   1.59499991       1.04785502    
   1.60500002       1.04601622    
   1.61500001       1.04651535    
   1.62500000       1.04705048    
   1.63499999       1.04192758    
   1.64499998       1.04316163    
   1.65499997       1.04258478    
   1.66499996       1.04008496    
   1.67499995       1.03969979    
   1.68499994       1.03821993    
   1.69499993       1.03602600    
   1.70499992       1.03555548    
   1.71499991       1.03386521    
   1.72499990       1.03047812    
   1.73500001       1.03148746    
   1.74500000       1.02951241    
   1.75500000       1.02728760    
   1.76499999       1.02817714    
   1.77499998       1.02797413    
   1.78499997       1.02551126    
   1.79499996       1.02421546    
   1.80499995       1.02223241    
   1.81499994       1.02103436    
   1.82499993       1.01986086    
   1.83499992       1.01810241    
   1.84499991       1.01678681    
   1.85499990       1.01579261    
   1.86500001       1.01443470    
   1.87500000       1.01367915    
   1.88499999       1.01018715    
   1.89499998       1.00964248    
   1.90499997       1.00979495    
   1.91499996       1.00942421    
   1.92499995       1.00829387    
   1.93499994       1.00675285    
   1.94499993       1.00758970    
   1.95499992       1.00581121    
   1.96499991       1.00230837    
   1.97499990       1.00098562    
   1.98500001       1.00327086    
   1.99500000       1.00051534    
   2.00499988       1.00143218    
   2.01499987      0.998004436    
   2.02499986      0.997537673    
   2.03499985      0.997273505    
   2.04499984      0.996319830    
   2.05500007      0.996441245    
   2.06500006      0.995077372    
   2.07500005      0.993715525    
   2.08500004      0.995086730    
   2.09500003      0.993307114    
   2.10500002      0.993297696    
   2.11500001      0.991672397    
   2.12500000      0.993793309    
   2.13499999      0.992563128    
   2.14499998      0.990263581    
   2.15499997      0.988316476    
   2.16499996      0.989460051    
   2.17499995      0.990933597    
   2.18499994      0.989963591    
   2.19499993      0.990802169    
   2.20499992      0.989345074    
   2.21499991      0.989458323    
   2.22499990      0.988989890    
   2.23499990      0.988303959    
   2.24499989      0.988354921    
   2.25499988      0.989082932    
   2.26499987      0.986544549    
   2.27499986      0.988809586    
   2.28499985      0.988579869    
   2.29499984      0.989195168    
   2.30500007      0.988076985    
   2.31500006      0.987977803    
   2.32500005      0.988114357    
   2.33500004      0.987835109    
   2.34500003      0.988445818    
   2.35500002      0.987729669    
   2.36500001      0.988704681    
   2.37500000      0.988303721    
   2.38499999      0.990127683    
   2.39499998      0.988664389    
   2.40499997      0.989672959    
   2.41499996      0.989037156    
   2.42499995      0.991235018    
   2.43499994      0.989629269    
   2.44499993      0.990410626    
   2.45499992      0.990984976    
   2.46499991      0.991678596    
   2.47499990      0.990928113    
   2.48499990      0.991249025    
   2.49499989      0.992169678    
   2.50499988      0.990858912    
   2.51499987      0.992640674    
   2.52499986      0.991661012    
   2.53499985      0.992073238    
   2.54499984      0.992832541    
   2.55499983      0.993202686    
   2.56500006      0.993319631    
   2.57500005      0.993363678    
   2.58500004      0.994334221    
   2.59500003      0.995120704    
   2.60500002      0.995264232    
   2.61500001      0.995449841    
   2.62500000      0.996708393    
   2.63499999      0.996798217    
   2.64499998      0.996925175    
   2.65499997      0.996612012    
   2.66499996      0.995876014    
   2.67499995      0.996992707    
   2.68499994      0.996437490    
   2.69499993      0.998088837    
   2.70499992      0.997330308    
   2.71499991      0.997680664    
   2.72499990      0.997807741    
   2.73499990      0.999529481    
   2.74499989      0.998944104    
   2.75499988      0.999207020    
   2.76499987       1.00028682    
   2.77499986       1.00064373    
   2.78499985       1.00109923    
   2.79499984       1.00113797    
   2.80499983       1.00105178    
   2.81499982       1.00051522    
   2.82500005       1.00153959    
   2.83500004       1.00123107    
   2.84500003       1.00113213    
   2.85500002       1.00160801    
   2.86500001       1.00180161    
   2.87500000       1.00258160    
   2.88499999       1.00309420    
